cycle,trajectory,folds,scored,passing,missing_affinity,prior_best,best_score,best_name,improvement,best_ligand_plddt,best_pbind,q10,q25,median,q75,q90,q95,all_q10,all_median,all_q90,gap_to_median,gap_to_second,within_001,improve_001,final_filter_count,advanced_name,advanced_score,advanced_rank_all,advanced_percentile_all,best_so_far
15,5,64,64,36,0,1.955451340315419,1.9467842227689682,c15_t5_n0_s4,-0.008667117546450775,95.81741935483872,0.988610029220581,1.267417608716411,1.5840720162476263,1.8286125454748832,1.8951506857572062,1.9297352092742919,1.9436868089045247,0.9606646264854554,1.703968003439134,1.9179979175721444,0.11817167729408506,0.002982504112489792,3,0,22,c15_t5_n0_s4,1.9467842227689682,1,100.0,1.955451340315419
16,3,64,64,10,0,1.941142943982155,1.8171229960318536,c16_t3_n0_s54,-0.12401994795030147,94.01870967741937,0.8769358992576599,1.452909533928902,1.6008641644993133,1.715586474877019,1.768433804087485,1.7852310869423034,1.8011770414870785,1.253493600672445,1.6754405184222807,1.815036975440364,0.10153652115483447,0.03543545454394459,1,0,4,c16_t3_n0_s54,1.8171229960318536,7,90.625,1.941142943982155
16,5,64,64,41,0,1.955451340315419,1.9356570458873628,c16_t5_n0_s6,-0.019794294428056247,97.25483870967744,0.9631086587905884,1.2708676002379384,1.4665433352685744,1.7368908733306392,1.85979727935791,1.9096892369301086,1.9150488126508654,1.0060651870238397,1.644608044842751,1.8985363255848422,0.19876617255672357,0.00921758393626071,2,0,19,c16_t5_n0_s6,1.9356570458873628,1,100.0,1.955451340315419
17,3,64,64,14,0,1.941142943982155,1.7168294281928769,c17_t3_n0_s14,-0.22431351578927816,92.94967741935484,0.7873326539993286,1.219989409287668,1.368894861958873,1.4592778047254011,1.4788460591946881,1.5163779450576536,1.58991080861953,1.0965560535024828,1.4676061119464139,1.7255702215736142,0.25755162346747573,0.19525941472822606,1,0,0,c17_t3_n0_s14,1.7168294281928769,8,89.0625,1.941142943982155
17,5,64,64,38,0,1.955451340315419,1.9561811804156148,c17_t5_n0_s45,0.0007298401001958332,97.49354838709677,0.9812456965446472,1.389726858200258,1.5093586698439814,1.7949016580135593,1.8960654845083913,1.9107609255944529,1.9338935358499711,0.9146118585411195,1.4501388414382932,1.9013288077957402,0.16127952240205556,0.014549194966593015,1,0,20,c17_t5_n0_s45,1.9561811804156148,1,100.0,1.9561811804156148
18,3,64,64,20,0,1.941142943982155,1.825039026444958,c18_t3_n0_s44,-0.11610391753719695,95.96935483870966,0.8653454780578613,1.3824758832383923,1.460609534364362,1.4934197460682161,1.5356524374723435,1.5855077908343653,1.602215435544599,1.096137055380421,1.440279195803981,1.5562078929052043,0.33161928037674193,0.23455114831616752,1,0,1,,,,,1.941142943982155
18,5,64,64,49,0,1.9561811804156148,1.9539540229858892,c18_t5_n0_s15,-0.002227157429725679,97.11064516129032,0.9828475713729858,1.4240253005144672,1.604506262453141,1.8641824837469283,1.9025704654201383,1.9342615500474747,1.9384937140606295,0.9331395608905055,1.794582128380191,1.932286352385552,0.08977153923896086,0.007178553279753697,2,0,29,c18_t5_n0_s15,1.9539540229858892,1,100.0,1.9561811804156148
19,5,64,64,24,0,1.9561811804156148,1.9473564430482924,c19_t5_n0_s0,-0.008824737367322477,97.46258064516125,0.9727306365966797,1.5170535976865214,1.7715275596849378,1.8788880046859862,1.9248639715356213,1.9370188823389236,1.9373723510116148,0.9081085374198421,1.3117548379867308,1.9276477374104533,0.0684684383623062,0.009963027935642854,2,0,15,c19_t5_n0_s0,1.9473564430482924,1,100.0,1.9561811804156148
20,5,64,64,23,0,1.9561811804156148,1.9585973468688227,c20_t5_n0_s2,0.0024161664532078575,97.40903225806451,0.9845070242881775,1.4311804119694618,1.5654972003259966,1.833551283796372,1.8865969676556125,1.931989978010116,1.9360556221802003,0.908953860241367,1.4044412897571439,1.8921229196717662,0.1250460630724508,0.022366214355345804,1,0,13,c20_t5_n0_s2,1.9585973468688227,1,100.0,1.9585973468688227
21,5,64,64,28,0,1.9585973468688227,1.9468148066674509,c21_t5_n0_s9,-0.011782540201371816,96.77161290322582,0.9790986776351929,1.5149441435303228,1.5987415448496418,1.8740799127009606,1.929197498230011,1.9444499630205092,1.9459543092183142,0.9426355271173292,1.4698684996112699,1.9349272937297821,0.07273489396649024,0.0007611866335714979,5,0,16,c21_t5_n0_s9,1.9468148066674509,1,100.0,1.9585973468688227
22,5,64,64,31,0,1.9585973468688227,1.9382334616107326,c22_t5_n0_s31,-0.020363885258090075,96.52419354838709,0.9729915261268616,1.4929554057398151,1.7467058740708135,1.8516739599043324,1.9129703273050245,1.9340171505804982,1.9368538610950592,0.9396295105448077,1.7172797148858348,1.9274087010605105,0.08655950170640025,0.0013068776438314167,5,0,22,c22_t5_n0_s31,1.9382334616107326,2,98.4375,1.9585973468688227
23,5,64,64,24,0,1.9585973468688227,1.9332052328294322,c23_t5_n0_s29,-0.025392114039390457,97.52193548387095,0.9579858779907227,1.0834399756689994,1.215884304982616,1.603043639103059,1.8848792699990735,1.9117819525881736,1.9157709514716366,0.886032538037454,1.239717397009942,1.9035377809936769,0.3301615937263733,0.01712094290333388,1,0,7,c23_t5_n0_s29,1.9332052328294322,2,98.4375,1.9585973468688227
24,5,64,64,32,0,1.9585973468688227,1.9435907713982365,c24_t5_n0_s6,-0.015006575470586148,97.42096774193547,0.9693810939788818,1.3209283712707027,1.545819480228424,1.747543962123317,1.82518940244567,1.902753312273641,1.9096189495072828,0.881312510230772,1.3614094731623125,1.8304052719703796,0.19604680927491946,0.02823282449783804,1,0,16,c24_t5_n0_s6,1.9435907713982365,1,100.0,1.9585973468688227
25,5,64,64,27,0,1.9585973468688227,1.942361962558377,c25_t5_n0_s60,-0.01623538431044569,96.47516129032257,0.9776103496551514,1.4256958297181899,1.6058138172657257,1.7602193765455678,1.877909985846858,1.927385210701727,1.9344405450402535,0.9381831021090477,1.5724665132599491,1.919648299303055,0.1821425860128092,0.0072265493085308385,3,0,13,,,,,1.9585973468688227
