cycle,trajectory,threshold,replicates,mean_proposals,p_stop16,p_stop32,p_exact_best,p_within_001,mean_score_loss,p_no_passing,p_loss_over_001,prefix_proposals,prefix_score_loss
15,3,0.005,2000,64.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,64,0.0
15,3,0.01,2000,64.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,64,0.0
15,5,0.0001,2000,64.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,64,0.0
15,5,0.001,2000,64.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,64,0.0
15,5,0.005,2000,64.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,64,0.0
15,5,0.01,2000,64.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,64,0.0
16,3,0.0001,2000,64.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,64,0.0
16,3,0.001,2000,64.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,64,0.0
16,3,0.005,2000,64.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,64,0.0
16,3,0.01,2000,64.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,64,0.0
16,5,0.0001,2000,64.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,64,0.0
16,5,0.001,2000,64.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,64,0.0
16,5,0.005,2000,64.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,64,0.0
16,5,0.01,2000,64.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,64,0.0
17,3,0.0001,2000,64.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,64,0.0
17,3,0.001,2000,64.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,64,0.0
17,3,0.005,2000,64.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,64,0.0
17,3,0.01,2000,64.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,64,0.0
17,5,0.0001,2000,44.168,0.2425,0.256,1.0,1.0,0.0,0.0,0.0,64,0.0
17,5,0.001,2000,64.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,64,0.0
17,5,0.005,2000,64.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,64,0.0
17,5,0.01,2000,64.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,64,0.0
18,3,0.0001,2000,64.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,64,0.0
18,3,0.001,2000,64.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,64,0.0
18,3,0.005,2000,64.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,64,0.0
18,3,0.01,2000,64.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,64,0.0
18,5,0.0001,2000,64.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,64,0.0
18,5,0.001,2000,64.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,64,0.0
18,5,0.005,2000,64.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,64,0.0
18,5,0.01,2000,64.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,64,0.0
19,5,0.0001,2000,64.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,64,0.0
19,5,0.001,2000,64.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,64,0.0
19,5,0.005,2000,64.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,64,0.0
19,5,0.01,2000,64.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,64,0.0
20,5,0.0001,2000,43.832,0.2525,0.2515,1.0,1.0,0.0,0.0,0.0,16,0.0
20,5,0.001,2000,43.832,0.2525,0.2515,1.0,1.0,0.0,0.0,0.0,16,0.0
20,5,0.005,2000,64.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,64,0.0
20,5,0.01,2000,64.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,64,0.0
21,5,0.0001,2000,64.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,64,0.0
21,5,0.001,2000,64.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,64,0.0
21,5,0.005,2000,64.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,64,0.0
21,5,0.01,2000,64.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,64,0.0
22,5,0.0001,2000,64.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,64,0.0
22,5,0.001,2000,64.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,64,0.0
22,5,0.005,2000,64.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,64,0.0
22,5,0.01,2000,64.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,64,0.0
23,5,0.0001,2000,64.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,64,0.0
23,5,0.001,2000,64.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,64,0.0
23,5,0.005,2000,64.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,64,0.0
23,5,0.01,2000,64.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,64,0.0
24,5,0.0001,2000,64.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,64,0.0
24,5,0.001,2000,64.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,64,0.0
24,5,0.005,2000,64.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,64,0.0
24,5,0.01,2000,64.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,64,0.0
25,5,0.0001,2000,64.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,64,0.0
25,5,0.001,2000,64.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,64,0.0
25,5,0.005,2000,64.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,64,0.0
25,5,0.01,2000,64.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,64,0.0
